,Order_Demand
2013-02-23,0.0
2013-02-24,0.0
2013-02-25,2000.0
2013-02-26,10300.0
2013-02-27,20000.0
2013-02-28,18000.0
2013-03-01,40500.0
2013-03-02,0.0
2013-03-03,0.0
2013-03-04,31600.0
2013-03-05,61000.0
2013-03-06,300.0
2013-03-07,36000.0
2013-03-08,20100.0
2013-03-09,0.0
2013-03-10,0.0
2013-03-11,3300.0
2013-03-12,31200.0
2013-03-13,86000.0
2013-03-14,16500.0
2013-03-15,0.0
2013-03-16,0.0
2013-03-17,0.0
2013-03-18,11000.0
2013-03-19,2000.0
2013-03-20,0.0
2013-03-21,71000.0
2013-03-22,19000.0
2013-03-23,0.0
2013-03-24,0.0
2013-03-25,1000.0
2013-03-26,31000.0
2013-03-27,11100.0
2013-03-28,24200.0
2013-03-29,37000.0
2013-03-30,0.0
2013-03-31,0.0
2013-04-01,35000.0
2013-04-02,11500.0
2013-04-03,25000.0
2013-04-04,2000.0
2013-04-05,1000.0
2013-04-06,0.0
2013-04-07,0.0
2013-04-08,30000.0
2013-04-09,3000.0
2013-04-10,13500.0
2013-04-11,400.0
2013-04-12,40000.0
2013-04-13,0.0
2013-04-14,0.0
2013-04-15,6200.0
2013-04-16,53500.0
2013-04-17,2000.0
2013-04-18,39100.0
2013-04-19,14000.0
2013-04-20,0.0
2013-04-21,0.0
2013-04-22,37000.0
2013-04-23,3000.0
2013-04-24,8000.0
2013-04-25,0.0
2013-04-26,5000.0
2013-04-27,0.0
2013-04-28,0.0
2013-04-29,0.0
2013-04-30,200.0
2013-05-01,10000.0
2013-05-02,10000.0
2013-05-03,0.0
2013-05-04,0.0
2013-05-05,0.0
2013-05-06,0.0
2013-05-07,300.0
2013-05-08,26300.0
2013-05-09,39000.0
2013-05-10,40000.0
2013-05-11,0.0
2013-05-12,0.0
2013-05-13,42000.0
2013-05-14,1000.0
2013-05-15,8000.0
2013-05-16,11400.0
2013-05-17,3500.0
2013-05-18,0.0
2013-05-19,0.0
2013-05-20,30000.0
2013-05-21,1200.0
2013-05-22,3100.0
2013-05-23,17700.0
2013-05-24,0.0
2013-05-25,0.0
2013-05-26,0.0
2013-05-27,25000.0
2013-05-28,0.0
2013-05-29,1000.0
2013-05-30,100.0
2013-05-31,9000.0
2013-06-01,0.0
2013-06-02,0.0
2013-06-03,200.0
2013-06-04,13500.0
2013-06-05,1000.0
2013-06-06,53400.0
2013-06-07,8700.0
2013-06-08,0.0
2013-06-09,0.0
2013-06-10,21000.0
2013-06-11,20000.0
2013-06-12,9000.0
2013-06-13,62500.0
2013-06-14,6000.0
2013-06-15,0.0
2013-06-16,0.0
2013-06-17,18000.0
2013-06-18,2100.0
2013-06-19,100.0
2013-06-20,23000.0
2013-06-21,12600.0
2013-06-22,0.0
2013-06-23,0.0
2013-06-24,23500.0
2013-06-25,22800.0
2013-06-26,13000.0
2013-06-27,8000.0
2013-06-28,3300.0
2013-06-29,0.0
2013-06-30,0.0
2013-07-01,22200.0
2013-07-02,21000.0
2013-07-03,13500.0
2013-07-04,34000.0
2013-07-05,6900.0
2013-07-06,0.0
2013-07-07,0.0
2013-07-08,3700.0
2013-07-09,1900.0
2013-07-10,2000.0
2013-07-11,22000.0
2013-07-12,23400.0
2013-07-13,0.0
2013-07-14,0.0
2013-07-15,0.0
2013-07-16,20000.0
2013-07-17,200.0
2013-07-18,61000.0
2013-07-19,0.0
2013-07-20,0.0
2013-07-21,0.0
2013-07-22,9500.0
2013-07-23,100.0
2013-07-24,32500.0
2013-07-25,4500.0
2013-07-26,25000.0
2013-07-27,0.0
2013-07-28,0.0
2013-07-29,21600.0
2013-07-30,7000.0
2013-07-31,5000.0
2013-08-01,9000.0
2013-08-02,2000.0
2013-08-03,0.0
2013-08-04,0.0
2013-08-05,3000.0
2013-08-06,13200.0
2013-08-07,9500.0
2013-08-08,52000.0
2013-08-09,2000.0
2013-08-10,0.0
2013-08-11,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,10000.0
2013-08-16,3400.0
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,65200.0
2013-08-20,2000.0
2013-08-21,4000.0
2013-08-22,9200.0
2013-08-23,22100.0
2013-08-24,0.0
2013-08-25,0.0
2013-08-26,23200.0
2013-08-27,1500.0
2013-08-28,22000.0
2013-08-29,20000.0
2013-08-30,47500.0
2013-08-31,0.0
2013-09-01,0.0
2013-09-02,51000.0
2013-09-03,0.0
2013-09-04,5100.0
2013-09-05,3500.0
2013-09-06,2100.0
2013-09-07,0.0
2013-09-08,0.0
2013-09-09,2000.0
2013-09-10,3500.0
2013-09-11,20500.0
2013-09-12,5200.0
2013-09-13,20000.0
2013-09-14,0.0
2013-09-15,0.0
2013-09-16,0.0
2013-09-17,12500.0
2013-09-18,10000.0
2013-09-19,50000.0
2013-09-20,12000.0
2013-09-21,0.0
2013-09-22,0.0
2013-09-23,0.0
2013-09-24,55200.0
2013-09-25,14000.0
2013-09-26,11100.0
2013-09-27,20700.0
2013-09-28,0.0
2013-09-29,0.0
2013-09-30,1000.0
2013-10-01,34200.0
2013-10-02,5300.0
2013-10-03,44000.0
2013-10-04,26500.0
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,11500.0
2013-10-08,6100.0
2013-10-09,700.0
2013-10-10,13000.0
2013-10-11,42300.0
2013-10-12,0.0
2013-10-13,0.0
2013-10-14,0.0
2013-10-15,1500.0
2013-10-16,22000.0
2013-10-17,0.0
2013-10-18,200.0
2013-10-19,0.0
2013-10-20,0.0
2013-10-21,10700.0
2013-10-22,32000.0
2013-10-23,13000.0
2013-10-24,100.0
2013-10-25,11000.0
2013-10-26,0.0
2013-10-27,300.0
2013-10-28,12000.0
2013-10-29,60000.0
2013-10-30,9000.0
2013-10-31,37000.0
2013-11-01,1400.0
2013-11-02,0.0
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,65300.0
2013-11-06,20500.0
2013-11-07,1000.0
2013-11-08,60100.0
2013-11-09,0.0
2013-11-10,0.0
2013-11-11,17500.0
2013-11-12,57000.0
2013-11-13,6000.0
2013-11-14,42000.0
2013-11-15,25500.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,33000.0
2013-11-19,3000.0
2013-11-20,15000.0
2013-11-21,23000.0
2013-11-22,1000.0
2013-11-23,0.0
2013-11-24,0.0
2013-11-25,27000.0
2013-11-26,37000.0
2013-11-27,600.0
2013-11-28,25000.0
2013-11-29,7300.0
2013-11-30,0.0
2013-12-01,0.0
2013-12-02,500.0
2013-12-03,18000.0
2013-12-04,72000.0
2013-12-05,8800.0
2013-12-06,1200.0
2013-12-07,0.0
2013-12-08,0.0
2013-12-09,9000.0
2013-12-10,2500.0
2013-12-11,24000.0
2013-12-12,37000.0
2013-12-13,22000.0
2013-12-14,0.0
2013-12-15,0.0
2013-12-16,29000.0
2013-12-17,17000.0
2013-12-18,41000.0
2013-12-19,10000.0
2013-12-20,5000.0
2013-12-21,0.0
2013-12-22,0.0
2013-12-23,0.0
2013-12-24,36000.0
2013-12-25,1200.0
2013-12-26,53500.0
2013-12-27,0.0
2013-12-28,0.0
2013-12-29,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-01,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-04,0.0
2014-01-05,0.0
2014-01-06,20000.0
2014-01-07,17000.0
2014-01-08,20100.0
2014-01-09,72000.0
2014-01-10,27000.0
2014-01-11,0.0
2014-01-12,0.0
2014-01-13,50000.0
2014-01-14,41100.0
2014-01-15,35100.0
2014-01-16,83000.0
2014-01-17,10500.0
2014-01-18,0.0
2014-01-19,0.0
2014-01-20,80000.0
2014-01-21,60700.0
2014-01-22,43000.0
2014-01-23,61000.0
2014-01-24,25500.0
2014-01-25,0.0
2014-01-26,0.0
2014-01-27,11700.0
2014-01-28,12000.0
2014-01-29,2000.0
2014-01-30,6000.0
2014-01-31,45200.0
2014-02-01,0.0
2014-02-02,0.0
2014-02-03,30000.0
2014-02-04,13000.0
2014-02-05,2000.0
2014-02-06,40500.0
2014-02-07,0.0
2014-02-08,0.0
2014-02-09,0.0
2014-02-10,13600.0
2014-02-11,0.0
2014-02-12,500.0
2014-02-13,14000.0
2014-02-14,1800.0
2014-02-15,0.0
2014-02-16,0.0
2014-02-17,29000.0
2014-02-18,7000.0
2014-02-19,15000.0
2014-02-20,2000.0
2014-02-21,23000.0
2014-02-22,0.0
2014-02-23,0.0
2014-02-24,500.0
2014-02-25,15000.0
2014-02-26,1200.0
2014-02-27,20900.0
2014-02-28,40300.0
2014-03-01,0.0
2014-03-02,0.0
2014-03-03,30800.0
2014-03-04,19000.0
2014-03-05,12000.0
2014-03-06,5200.0
2014-03-07,50000.0
2014-03-08,0.0
2014-03-09,0.0
2014-03-10,52000.0
2014-03-11,4500.0
2014-03-12,9300.0
2014-03-13,11000.0
2014-03-14,14100.0
2014-03-15,0.0
2014-03-16,0.0
2014-03-17,15000.0
2014-03-18,5000.0
2014-03-19,63100.0
2014-03-20,21000.0
2014-03-21,0.0
2014-03-22,0.0
2014-03-23,0.0
2014-03-24,55000.0
2014-03-25,27300.0
2014-03-26,15000.0
2014-03-27,3000.0
2014-03-28,0.0
2014-03-29,0.0
2014-03-30,0.0
2014-03-31,4000.0
2014-04-01,3000.0
2014-04-02,10000.0
2014-04-03,40000.0
2014-04-04,0.0
2014-04-05,0.0
2014-04-06,0.0
2014-04-07,14200.0
2014-04-08,5300.0
2014-04-09,72000.0
2014-04-10,23000.0
2014-04-11,8000.0
2014-04-12,0.0
2014-04-13,0.0
2014-04-14,0.0
2014-04-15,4100.0
2014-04-16,24500.0
2014-04-17,80000.0
2014-04-18,12400.0
2014-04-19,0.0
2014-04-20,0.0
2014-04-21,45000.0
2014-04-22,4000.0
2014-04-23,22500.0
2014-04-24,100.0
2014-04-25,1200.0
2014-04-26,0.0
2014-04-27,0.0
2014-04-28,15000.0
2014-04-29,0.0
2014-04-30,3000.0
2014-05-01,12000.0
2014-05-02,7000.0
2014-05-03,0.0
2014-05-04,0.0
2014-05-05,0.0
2014-05-06,5000.0
2014-05-07,16000.0
2014-05-08,51000.0
2014-05-09,5000.0
2014-05-10,0.0
2014-05-11,0.0
2014-05-12,10000.0
2014-05-13,2000.0
2014-05-14,2000.0
2014-05-15,12100.0
2014-05-16,3000.0
2014-05-17,0.0
2014-05-18,0.0
2014-05-19,31000.0
2014-05-20,11000.0
2014-05-21,10000.0
2014-05-22,28200.0
2014-05-23,12200.0
2014-05-24,0.0
2014-05-25,0.0
2014-05-26,20000.0
2014-05-27,1000.0
2014-05-28,20000.0
2014-05-29,25100.0
2014-05-30,5000.0
2014-05-31,0.0
2014-06-01,0.0
2014-06-02,36000.0
2014-06-03,10000.0
2014-06-04,92800.0
2014-06-05,25000.0
2014-06-06,5100.0
2014-06-07,0.0
2014-06-08,0.0
2014-06-09,2500.0
2014-06-10,100.0
2014-06-11,16500.0
2014-06-12,14500.0
2014-06-13,22000.0
2014-06-14,0.0
2014-06-15,0.0
2014-06-16,300.0
2014-06-17,1000.0
2014-06-18,34300.0
2014-06-19,51000.0
2014-06-20,40000.0
2014-06-21,0.0
2014-06-22,0.0
2014-06-23,13000.0
2014-06-24,1000.0
2014-06-25,10300.0
2014-06-26,22000.0
2014-06-27,26000.0
2014-06-28,0.0
2014-06-29,0.0
2014-06-30,45000.0
2014-07-01,15000.0
2014-07-02,30000.0
2014-07-03,12000.0
2014-07-04,46500.0
2014-07-05,0.0
2014-07-06,0.0
2014-07-07,56000.0
2014-07-08,9000.0
2014-07-09,13000.0
2014-07-10,1200.0
2014-07-11,28000.0
2014-07-12,0.0
2014-07-13,0.0
2014-07-14,14000.0
2014-07-15,15500.0
2014-07-16,37000.0
2014-07-17,6000.0
2014-07-18,0.0
2014-07-19,0.0
2014-07-20,0.0
2014-07-21,0.0
2014-07-22,5000.0
2014-07-23,16500.0
2014-07-24,30000.0
2014-07-25,6500.0
2014-07-26,0.0
2014-07-27,0.0
2014-07-28,3000.0
2014-07-29,1500.0
2014-07-30,20500.0
2014-07-31,10100.0
2014-08-01,36000.0
2014-08-02,0.0
2014-08-03,0.0
2014-08-04,22000.0
2014-08-05,12500.0
2014-08-06,0.0
2014-08-07,55300.0
2014-08-08,40000.0
2014-08-09,0.0
2014-08-10,0.0
2014-08-11,40300.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,100.0
2014-08-16,0.0
2014-08-17,0.0
2014-08-18,1000.0
2014-08-19,4200.0
2014-08-20,800.0
2014-08-21,55000.0
2014-08-22,17000.0
2014-08-23,0.0
2014-08-24,0.0
2014-08-25,60000.0
2014-08-26,5000.0
2014-08-27,69200.0
2014-08-28,3000.0
2014-08-29,5000.0
2014-08-30,0.0
2014-08-31,0.0
2014-09-01,11500.0
2014-09-02,2000.0
2014-09-03,51600.0
2014-09-04,7000.0
2014-09-05,100.0
2014-09-06,0.0
2014-09-07,0.0
2014-09-08,10000.0
2014-09-09,3000.0
2014-09-10,2000.0
2014-09-11,1000.0
2014-09-12,31000.0
2014-09-13,0.0
2014-09-14,0.0
2014-09-15,0.0
2014-09-16,25000.0
2014-09-17,26100.0
2014-09-18,21000.0
2014-09-19,65000.0
2014-09-20,0.0
2014-09-21,0.0
2014-09-22,6000.0
2014-09-23,0.0
2014-09-24,4000.0
2014-09-25,9000.0
2014-09-26,5000.0
2014-09-27,0.0
2014-09-28,0.0
2014-09-29,51000.0
2014-09-30,21500.0
2014-10-01,1000.0
2014-10-02,30000.0
2014-10-03,7300.0
2014-10-04,0.0
2014-10-05,0.0
2014-10-06,4000.0
2014-10-07,20000.0
2014-10-08,62000.0
2014-10-09,3000.0
2014-10-10,35000.0
2014-10-11,0.0
2014-10-12,0.0
2014-10-13,0.0
2014-10-14,17000.0
2014-10-15,200.0
2014-10-16,6000.0
2014-10-17,13000.0
2014-10-18,0.0
2014-10-19,0.0
2014-10-20,24000.0
2014-10-21,23000.0
2014-10-22,1000.0
2014-10-23,58000.0
2014-10-24,21000.0
2014-10-25,0.0
2014-10-26,0.0
2014-10-27,44000.0
2014-10-28,1100.0
2014-10-29,10000.0
2014-10-30,22400.0
2014-10-31,8000.0
2014-11-01,0.0
2014-11-02,0.0
2014-11-03,0.0
2014-11-04,10000.0
2014-11-05,11000.0
2014-11-06,15500.0
2014-11-07,10000.0
2014-11-08,0.0
2014-11-09,0.0
2014-11-10,52000.0
2014-11-11,38600.0
2014-11-12,27000.0
2014-11-13,5000.0
2014-11-14,61000.0
2014-11-15,0.0
2014-11-16,0.0
2014-11-17,32000.0
2014-11-18,2300.0
2014-11-19,28000.0
2014-11-20,71000.0
2014-11-21,44500.0
2014-11-22,0.0
2014-11-23,0.0
2014-11-24,0.0
2014-11-25,3500.0
2014-11-26,46400.0
2014-11-27,18000.0
2014-11-28,7100.0
2014-11-29,0.0
2014-11-30,0.0
2014-12-01,22000.0
2014-12-02,21700.0
2014-12-03,63000.0
2014-12-04,3200.0
2014-12-05,28200.0
2014-12-06,0.0
2014-12-07,0.0
2014-12-08,0.0
2014-12-09,15000.0
2014-12-10,11200.0
2014-12-11,11400.0
2014-12-12,9500.0
2014-12-13,0.0
2014-12-14,0.0
2014-12-15,0.0
2014-12-16,40000.0
2014-12-17,29000.0
2014-12-18,10000.0
2014-12-19,25000.0
2014-12-20,0.0
2014-12-21,0.0
2014-12-22,3700.0
2014-12-23,0.0
2014-12-24,20000.0
2014-12-25,18000.0
2014-12-26,1500.0
2014-12-27,0.0
2014-12-28,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-01,0.0
2015-01-02,0.0
2015-01-03,0.0
2015-01-04,0.0
2015-01-05,46000.0
2015-01-06,50000.0
2015-01-07,60100.0
2015-01-08,42300.0
2015-01-09,3000.0
2015-01-10,0.0
2015-01-11,0.0
2015-01-12,0.0
2015-01-13,86000.0
2015-01-14,73000.0
2015-01-15,32000.0
2015-01-16,1000.0
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,38500.0
2015-01-20,3300.0
2015-01-21,12200.0
2015-01-22,27000.0
2015-01-23,3000.0
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,13000.0
2015-01-27,6000.0
2015-01-28,20100.0
2015-01-29,500.0
2015-01-30,56000.0
2015-01-31,0.0
2015-02-01,0.0
2015-02-02,76500.0
2015-02-03,31000.0
2015-02-04,21500.0
2015-02-05,300.0
2015-02-06,8500.0
2015-02-07,0.0
2015-02-08,0.0
2015-02-09,11000.0
2015-02-10,35000.0
2015-02-11,0.0
2015-02-12,21000.0
2015-02-13,52300.0
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,11500.0
2015-02-17,28800.0
2015-02-18,8100.0
2015-02-19,10000.0
2015-02-20,3500.0
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,50000.0
2015-02-24,2000.0
2015-02-25,0.0
2015-02-26,2000.0
2015-02-27,35200.0
2015-02-28,0.0
2015-03-01,0.0
2015-03-02,36000.0
2015-03-03,11000.0
2015-03-04,28000.0
2015-03-05,10500.0
2015-03-06,18200.0
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,54000.0
2015-03-10,10000.0
2015-03-11,5100.0
2015-03-12,67000.0
2015-03-13,36000.0
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,4100.0
2015-03-17,23500.0
2015-03-18,12000.0
2015-03-19,64300.0
2015-03-20,40000.0
2015-03-21,0.0
2015-03-22,0.0
2015-03-23,14100.0
2015-03-24,4000.0
2015-03-25,14000.0
2015-03-26,30000.0
2015-03-27,15000.0
2015-03-28,0.0
2015-03-29,0.0
2015-03-30,17000.0
2015-03-31,41000.0
2015-04-01,300.0
2015-04-02,5000.0
2015-04-03,60000.0
2015-04-04,0.0
2015-04-05,0.0
2015-04-06,5300.0
2015-04-07,20000.0
2015-04-08,5600.0
2015-04-09,5300.0
2015-04-10,9000.0
2015-04-11,0.0
2015-04-12,0.0
2015-04-13,0.0
2015-04-14,10000.0
2015-04-15,27000.0
2015-04-16,10000.0
2015-04-17,20000.0
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,70000.0
2015-04-21,31000.0
2015-04-22,70000.0
