model_key,Date,Order_Demand
Product_0031-Whse_J-Category_005,2012-04-30,200.0
Product_0031-Whse_J-Category_005,2012-05-01,2400.0
Product_0031-Whse_J-Category_005,2012-05-02,200.0
Product_0031-Whse_J-Category_005,2012-05-06,800.0
Product_0031-Whse_J-Category_005,2012-05-07,4300.0
Product_0031-Whse_J-Category_005,2012-05-08,1100.0
Product_0031-Whse_J-Category_005,2012-05-09,4000.0
Product_0031-Whse_J-Category_005,2012-05-10,5800.0
Product_0031-Whse_J-Category_005,2012-05-11,100.0
Product_0031-Whse_J-Category_005,2012-05-14,2600.0
Product_0031-Whse_J-Category_005,2012-05-15,1500.0
Product_0031-Whse_J-Category_005,2012-05-16,600.0
Product_0031-Whse_J-Category_005,2012-05-17,7400.0
Product_0031-Whse_J-Category_005,2012-05-18,3400.0
Product_0031-Whse_J-Category_005,2012-05-21,3600.0
Product_0031-Whse_J-Category_005,2012-05-22,100.0
Product_0031-Whse_J-Category_005,2012-05-23,1800.0
Product_0031-Whse_J-Category_005,2012-05-24,4200.0
Product_0031-Whse_J-Category_005,2012-05-25,1000.0
Product_0031-Whse_J-Category_005,2012-05-28,100.0
Product_0031-Whse_J-Category_005,2012-05-29,3300.0
Product_0031-Whse_J-Category_005,2012-05-30,1300.0
Product_0031-Whse_J-Category_005,2012-05-31,1100.0
Product_0031-Whse_J-Category_005,2012-06-01,1100.0
Product_0031-Whse_J-Category_005,2012-06-03,500.0
Product_0031-Whse_J-Category_005,2012-06-04,3300.0
Product_0031-Whse_J-Category_005,2012-06-05,800.0
Product_0031-Whse_J-Category_005,2012-06-06,8100.0
Product_0031-Whse_J-Category_005,2012-06-07,4400.0
Product_0031-Whse_J-Category_005,2012-06-08,4800.0
Product_0031-Whse_J-Category_005,2012-06-11,5200.0
Product_0031-Whse_J-Category_005,2012-06-12,4100.0
Product_0031-Whse_J-Category_005,2012-06-13,1500.0
Product_0031-Whse_J-Category_005,2012-06-14,10900.0
Product_0031-Whse_J-Category_005,2012-06-15,200.0
Product_0031-Whse_J-Category_005,2012-06-18,3000.0
Product_0031-Whse_J-Category_005,2012-06-19,100.0
Product_0031-Whse_J-Category_005,2012-06-20,4300.0
Product_0031-Whse_J-Category_005,2012-06-21,4400.0
Product_0031-Whse_J-Category_005,2012-06-22,4000.0
Product_0031-Whse_J-Category_005,2012-06-25,6400.0
Product_0031-Whse_J-Category_005,2012-06-26,1400.0
Product_0031-Whse_J-Category_005,2012-06-28,700.0
Product_0031-Whse_J-Category_005,2012-06-29,1600.0
Product_0031-Whse_J-Category_005,2012-07-02,6600.0
Product_0031-Whse_J-Category_005,2012-07-03,600.0
Product_0031-Whse_J-Category_005,2012-07-04,2000.0
Product_0031-Whse_J-Category_005,2012-07-05,2100.0
Product_0031-Whse_J-Category_005,2012-07-06,1800.0
Product_0031-Whse_J-Category_005,2012-07-09,100.0
Product_0031-Whse_J-Category_005,2012-07-10,4600.0
Product_0031-Whse_J-Category_005,2012-07-11,300.0
Product_0031-Whse_J-Category_005,2012-07-12,5300.0
Product_0031-Whse_J-Category_005,2012-07-13,500.0
Product_0031-Whse_J-Category_005,2012-07-17,6400.0
Product_0031-Whse_J-Category_005,2012-07-18,2000.0
Product_0031-Whse_J-Category_005,2012-07-19,2300.0
Product_0031-Whse_J-Category_005,2012-07-20,3300.0
Product_0031-Whse_J-Category_005,2012-07-23,6500.0
Product_0031-Whse_J-Category_005,2012-07-24,3900.0
Product_0031-Whse_J-Category_005,2012-07-25,1400.0
Product_0031-Whse_J-Category_005,2012-07-26,2000.0
Product_0031-Whse_J-Category_005,2012-07-27,6600.0
Product_0031-Whse_J-Category_005,2012-07-30,1000.0
Product_0031-Whse_J-Category_005,2012-07-31,7700.0
Product_0031-Whse_J-Category_005,2012-08-01,2200.0
Product_0031-Whse_J-Category_005,2012-08-02,3700.0
Product_0031-Whse_J-Category_005,2012-08-03,4200.0
Product_0031-Whse_J-Category_005,2012-08-06,4900.0
Product_0031-Whse_J-Category_005,2012-08-07,6700.0
Product_0031-Whse_J-Category_005,2012-08-08,1300.0
Product_0031-Whse_J-Category_005,2012-08-09,100.0
Product_0031-Whse_J-Category_005,2012-08-10,900.0
Product_0031-Whse_J-Category_005,2012-08-14,1000.0
Product_0031-Whse_J-Category_005,2012-08-15,3000.0
Product_0031-Whse_J-Category_005,2012-08-16,3100.0
Product_0031-Whse_J-Category_005,2012-08-17,2200.0
Product_0031-Whse_J-Category_005,2012-08-20,1200.0
Product_0031-Whse_J-Category_005,2012-08-21,2600.0
Product_0031-Whse_J-Category_005,2012-08-22,3500.0
Product_0031-Whse_J-Category_005,2012-08-23,2100.0
Product_0031-Whse_J-Category_005,2012-08-24,2300.0
Product_0031-Whse_J-Category_005,2012-08-27,3500.0
Product_0031-Whse_J-Category_005,2012-08-28,600.0
Product_0031-Whse_J-Category_005,2012-08-29,2600.0
Product_0031-Whse_J-Category_005,2012-08-30,3100.0
Product_0031-Whse_J-Category_005,2012-08-31,7900.0
Product_0031-Whse_J-Category_005,2012-09-03,4200.0
Product_0031-Whse_J-Category_005,2012-09-04,3600.0
Product_0031-Whse_J-Category_005,2012-09-05,1000.0
Product_0031-Whse_J-Category_005,2012-09-06,1500.0
Product_0031-Whse_J-Category_005,2012-09-07,3000.0
Product_0031-Whse_J-Category_005,2012-09-10,2100.0
Product_0031-Whse_J-Category_005,2012-09-11,3200.0
Product_0031-Whse_J-Category_005,2012-09-12,4100.0
Product_0031-Whse_J-Category_005,2012-09-13,6100.0
Product_0031-Whse_J-Category_005,2012-09-14,1100.0
Product_0031-Whse_J-Category_005,2012-09-18,7200.0
Product_0031-Whse_J-Category_005,2012-09-19,6500.0
Product_0031-Whse_J-Category_005,2012-09-20,1500.0
Product_0031-Whse_J-Category_005,2012-09-21,3900.0
Product_0031-Whse_J-Category_005,2012-09-24,9300.0
Product_0031-Whse_J-Category_005,2012-09-25,2000.0
Product_0031-Whse_J-Category_005,2012-09-26,2000.0
Product_0031-Whse_J-Category_005,2012-09-27,300.0
Product_0031-Whse_J-Category_005,2012-09-28,3100.0
Product_0031-Whse_J-Category_005,2012-10-01,500.0
Product_0031-Whse_J-Category_005,2012-10-02,1300.0
Product_0031-Whse_J-Category_005,2012-10-03,9400.0
Product_0031-Whse_J-Category_005,2012-10-04,2000.0
Product_0031-Whse_J-Category_005,2012-10-05,1100.0
Product_0031-Whse_J-Category_005,2012-10-09,5000.0
Product_0031-Whse_J-Category_005,2012-10-10,10500.0
Product_0031-Whse_J-Category_005,2012-10-11,300.0
Product_0031-Whse_J-Category_005,2012-10-12,200.0
Product_0031-Whse_J-Category_005,2012-10-15,1900.0
Product_0031-Whse_J-Category_005,2012-10-16,5500.0
Product_0031-Whse_J-Category_005,2012-10-17,4900.0
Product_0031-Whse_J-Category_005,2012-10-18,200.0
Product_0031-Whse_J-Category_005,2012-10-19,3000.0
Product_0031-Whse_J-Category_005,2012-10-22,6000.0
Product_0031-Whse_J-Category_005,2012-10-24,1100.0
Product_0031-Whse_J-Category_005,2012-10-25,3500.0
Product_0031-Whse_J-Category_005,2012-10-26,200.0
Product_0031-Whse_J-Category_005,2012-10-29,500.0
Product_0031-Whse_J-Category_005,2012-10-30,700.0
Product_0031-Whse_J-Category_005,2012-10-31,3400.0
Product_0031-Whse_J-Category_005,2012-11-01,1400.0
Product_0031-Whse_J-Category_005,2012-11-02,3100.0
Product_0031-Whse_J-Category_005,2012-11-05,5200.0
Product_0031-Whse_J-Category_005,2012-11-06,1200.0
Product_0031-Whse_J-Category_005,2012-11-07,4000.0
Product_0031-Whse_J-Category_005,2012-11-08,1400.0
Product_0031-Whse_J-Category_005,2012-11-09,1100.0
Product_0031-Whse_J-Category_005,2012-11-12,3200.0
Product_0031-Whse_J-Category_005,2012-11-14,1900.0
Product_0031-Whse_J-Category_005,2012-11-15,1400.0
Product_0031-Whse_J-Category_005,2012-11-16,2900.0
Product_0031-Whse_J-Category_005,2012-11-19,5100.0
Product_0031-Whse_J-Category_005,2012-11-20,4400.0
Product_0031-Whse_J-Category_005,2012-11-22,2200.0
Product_0031-Whse_J-Category_005,2012-11-26,800.0
Product_0031-Whse_J-Category_005,2012-11-27,6800.0
Product_0031-Whse_J-Category_005,2012-11-28,4400.0
Product_0031-Whse_J-Category_005,2012-11-29,1000.0
Product_0031-Whse_J-Category_005,2012-11-30,1000.0
Product_0031-Whse_J-Category_005,2012-12-03,600.0
Product_0031-Whse_J-Category_005,2012-12-04,100.0
Product_0031-Whse_J-Category_005,2012-12-05,4800.0
Product_0031-Whse_J-Category_005,2012-12-06,3700.0
Product_0031-Whse_J-Category_005,2012-12-07,8200.0
Product_0031-Whse_J-Category_005,2012-12-11,5000.0
Product_0031-Whse_J-Category_005,2012-12-12,2400.0
Product_0031-Whse_J-Category_005,2012-12-13,7900.0
Product_0031-Whse_J-Category_005,2012-12-14,4200.0
Product_0031-Whse_J-Category_005,2012-12-17,3600.0
Product_0031-Whse_J-Category_005,2012-12-18,6300.0
Product_0031-Whse_J-Category_005,2012-12-19,1800.0
Product_0031-Whse_J-Category_005,2012-12-20,3700.0
Product_0031-Whse_J-Category_005,2012-12-21,8300.0
Product_0031-Whse_J-Category_005,2012-12-25,800.0
Product_0031-Whse_J-Category_005,2012-12-26,3600.0
Product_0031-Whse_J-Category_005,2012-12-27,200.0
Product_0031-Whse_J-Category_005,2013-01-07,3100.0
Product_0031-Whse_J-Category_005,2013-01-08,800.0
Product_0031-Whse_J-Category_005,2013-01-09,3800.0
Product_0031-Whse_J-Category_005,2013-01-10,4200.0
Product_0031-Whse_J-Category_005,2013-01-11,1200.0
Product_0031-Whse_J-Category_005,2013-01-15,5100.0
Product_0031-Whse_J-Category_005,2013-01-16,4200.0
Product_0031-Whse_J-Category_005,2013-01-17,10300.0
Product_0031-Whse_J-Category_005,2013-01-18,300.0
Product_0031-Whse_J-Category_005,2013-01-21,9500.0
Product_0031-Whse_J-Category_005,2013-01-22,3500.0
Product_0031-Whse_J-Category_005,2013-01-23,4400.0
Product_0031-Whse_J-Category_005,2013-01-24,2000.0
Product_0031-Whse_J-Category_005,2013-01-25,1800.0
Product_0031-Whse_J-Category_005,2013-01-28,6200.0
Product_0031-Whse_J-Category_005,2013-01-29,6300.0
Product_0031-Whse_J-Category_005,2013-01-30,400.0
Product_0031-Whse_J-Category_005,2013-01-31,3900.0
Product_0031-Whse_J-Category_005,2013-02-01,1500.0
Product_0031-Whse_J-Category_005,2013-02-04,3500.0
Product_0031-Whse_J-Category_005,2013-02-05,5600.0
Product_0031-Whse_J-Category_005,2013-02-06,1200.0
Product_0031-Whse_J-Category_005,2013-02-07,2600.0
Product_0031-Whse_J-Category_005,2013-02-08,600.0
Product_0031-Whse_J-Category_005,2013-02-12,2500.0
Product_0031-Whse_J-Category_005,2013-02-13,13900.0
Product_0031-Whse_J-Category_005,2013-02-14,1500.0
Product_0031-Whse_J-Category_005,2013-02-15,2200.0
Product_0031-Whse_J-Category_005,2013-02-18,2400.0
Product_0031-Whse_J-Category_005,2013-02-19,3300.0
Product_0031-Whse_J-Category_005,2013-02-20,400.0
Product_0031-Whse_J-Category_005,2013-02-21,8400.0
Product_0031-Whse_J-Category_005,2013-02-22,900.0
Product_0031-Whse_J-Category_005,2013-02-25,500.0
Product_0031-Whse_J-Category_005,2013-02-26,2100.0
Product_0031-Whse_J-Category_005,2013-02-27,1000.0
Product_0031-Whse_J-Category_005,2013-02-28,5600.0
Product_0031-Whse_J-Category_005,2013-03-01,1600.0
Product_0031-Whse_J-Category_005,2013-03-04,4800.0
Product_0031-Whse_J-Category_005,2013-03-05,2200.0
Product_0031-Whse_J-Category_005,2013-03-06,2700.0
Product_0031-Whse_J-Category_005,2013-03-07,18600.0
Product_0031-Whse_J-Category_005,2013-03-08,400.0
Product_0031-Whse_J-Category_005,2013-03-11,1000.0
Product_0031-Whse_J-Category_005,2013-03-12,5500.0
Product_0031-Whse_J-Category_005,2013-03-14,1100.0
Product_0031-Whse_J-Category_005,2013-03-15,1200.0
Product_0031-Whse_J-Category_005,2013-03-18,2600.0
Product_0031-Whse_J-Category_005,2013-03-19,6000.0
Product_0031-Whse_J-Category_005,2013-03-21,4600.0
Product_0031-Whse_J-Category_005,2013-03-22,5100.0
Product_0031-Whse_J-Category_005,2013-03-24,100.0
Product_0031-Whse_J-Category_005,2013-03-25,3200.0
Product_0031-Whse_J-Category_005,2013-03-26,1100.0
Product_0031-Whse_J-Category_005,2013-03-27,5000.0
Product_0031-Whse_J-Category_005,2013-03-28,700.0
Product_0031-Whse_J-Category_005,2013-03-29,3200.0
Product_0031-Whse_J-Category_005,2013-04-01,7100.0
Product_0031-Whse_J-Category_005,2013-04-02,4500.0
Product_0031-Whse_J-Category_005,2013-04-03,2400.0
Product_0031-Whse_J-Category_005,2013-04-04,1500.0
Product_0031-Whse_J-Category_005,2013-04-05,3500.0
Product_0031-Whse_J-Category_005,2013-04-08,2600.0
Product_0031-Whse_J-Category_005,2013-04-09,5300.0
Product_0031-Whse_J-Category_005,2013-04-10,700.0
Product_0031-Whse_J-Category_005,2013-04-11,3200.0
Product_0031-Whse_J-Category_005,2013-04-12,4200.0
Product_0031-Whse_J-Category_005,2013-04-15,600.0
Product_0031-Whse_J-Category_005,2013-04-16,4100.0
Product_0031-Whse_J-Category_005,2013-04-17,3100.0
Product_0031-Whse_J-Category_005,2013-04-18,200.0
Product_0031-Whse_J-Category_005,2013-04-19,4100.0
Product_0031-Whse_J-Category_005,2013-04-22,1200.0
Product_0031-Whse_J-Category_005,2013-04-23,5200.0
Product_0031-Whse_J-Category_005,2013-04-24,1100.0
Product_0031-Whse_J-Category_005,2013-04-25,2400.0
Product_0031-Whse_J-Category_005,2013-04-26,3700.0
Product_0031-Whse_J-Category_005,2013-04-30,1100.0
Product_0031-Whse_J-Category_005,2013-05-01,300.0
Product_0031-Whse_J-Category_005,2013-05-07,5700.0
Product_0031-Whse_J-Category_005,2013-05-08,1300.0
Product_0031-Whse_J-Category_005,2013-05-09,1000.0
Product_0031-Whse_J-Category_005,2013-05-10,4300.0
Product_0031-Whse_J-Category_005,2013-05-13,3200.0
Product_0031-Whse_J-Category_005,2013-05-14,2700.0
Product_0031-Whse_J-Category_005,2013-05-15,2800.0
Product_0031-Whse_J-Category_005,2013-05-16,1800.0
Product_0031-Whse_J-Category_005,2013-05-17,4000.0
Product_0031-Whse_J-Category_005,2013-05-20,6000.0
Product_0031-Whse_J-Category_005,2013-05-21,2500.0
Product_0031-Whse_J-Category_005,2013-05-22,2100.0
Product_0031-Whse_J-Category_005,2013-05-23,3200.0
Product_0031-Whse_J-Category_005,2013-05-24,600.0
Product_0031-Whse_J-Category_005,2013-05-27,4200.0
Product_0031-Whse_J-Category_005,2013-05-28,6100.0
Product_0031-Whse_J-Category_005,2013-05-29,2100.0
Product_0031-Whse_J-Category_005,2013-05-30,400.0
Product_0031-Whse_J-Category_005,2013-05-31,2800.0
Product_0031-Whse_J-Category_005,2013-06-03,6700.0
Product_0031-Whse_J-Category_005,2013-06-04,3500.0
Product_0031-Whse_J-Category_005,2013-06-05,1200.0
Product_0031-Whse_J-Category_005,2013-06-06,600.0
Product_0031-Whse_J-Category_005,2013-06-07,1000.0
Product_0031-Whse_J-Category_005,2013-06-10,10600.0
Product_0031-Whse_J-Category_005,2013-06-11,3100.0
Product_0031-Whse_J-Category_005,2013-06-12,2300.0
Product_0031-Whse_J-Category_005,2013-06-13,2700.0
Product_0031-Whse_J-Category_005,2013-06-14,4400.0
Product_0031-Whse_J-Category_005,2013-06-17,2600.0
Product_0031-Whse_J-Category_005,2013-06-18,200.0
Product_0031-Whse_J-Category_005,2013-06-19,3500.0
Product_0031-Whse_J-Category_005,2013-06-20,2400.0
Product_0031-Whse_J-Category_005,2013-06-21,3700.0
Product_0031-Whse_J-Category_005,2013-06-25,700.0
Product_0031-Whse_J-Category_005,2013-06-26,7400.0
Product_0031-Whse_J-Category_005,2013-06-27,2400.0
Product_0031-Whse_J-Category_005,2013-06-28,4500.0
Product_0031-Whse_J-Category_005,2013-07-01,200.0
Product_0031-Whse_J-Category_005,2013-07-02,3100.0
Product_0031-Whse_J-Category_005,2013-07-03,800.0
Product_0031-Whse_J-Category_005,2013-07-04,3600.0
Product_0031-Whse_J-Category_005,2013-07-08,1000.0
Product_0031-Whse_J-Category_005,2013-07-09,7100.0
Product_0031-Whse_J-Category_005,2013-07-10,1000.0
Product_0031-Whse_J-Category_005,2013-07-11,5800.0
Product_0031-Whse_J-Category_005,2013-07-12,400.0
Product_0031-Whse_J-Category_005,2013-07-16,1000.0
Product_0031-Whse_J-Category_005,2013-07-17,100.0
Product_0031-Whse_J-Category_005,2013-07-18,2000.0
Product_0031-Whse_J-Category_005,2013-07-19,6900.0
Product_0031-Whse_J-Category_005,2013-07-22,5100.0
Product_0031-Whse_J-Category_005,2013-07-23,800.0
Product_0031-Whse_J-Category_005,2013-07-24,2500.0
Product_0031-Whse_J-Category_005,2013-07-25,2200.0
Product_0031-Whse_J-Category_005,2013-07-26,2500.0
Product_0031-Whse_J-Category_005,2013-07-29,1000.0
Product_0031-Whse_J-Category_005,2013-07-30,4800.0
Product_0031-Whse_J-Category_005,2013-07-31,3000.0
Product_0031-Whse_J-Category_005,2013-08-01,900.0
Product_0031-Whse_J-Category_005,2013-08-02,400.0
Product_0031-Whse_J-Category_005,2013-08-05,6300.0
Product_0031-Whse_J-Category_005,2013-08-06,2200.0
Product_0031-Whse_J-Category_005,2013-08-07,200.0
Product_0031-Whse_J-Category_005,2013-08-08,3500.0
Product_0031-Whse_J-Category_005,2013-08-09,6700.0
Product_0031-Whse_J-Category_005,2013-08-12,300.0
Product_0031-Whse_J-Category_005,2013-08-14,100.0
Product_0031-Whse_J-Category_005,2013-08-16,1800.0
Product_0031-Whse_J-Category_005,2013-08-19,300.0
Product_0031-Whse_J-Category_005,2013-08-20,8300.0
Product_0031-Whse_J-Category_005,2013-08-21,4600.0
Product_0031-Whse_J-Category_005,2013-08-22,900.0
Product_0031-Whse_J-Category_005,2013-08-23,3300.0
Product_0031-Whse_J-Category_005,2013-08-26,4500.0
Product_0031-Whse_J-Category_005,2013-08-27,3700.0
Product_0031-Whse_J-Category_005,2013-08-28,400.0
Product_0031-Whse_J-Category_005,2013-08-29,4100.0
Product_0031-Whse_J-Category_005,2013-08-30,3600.0
Product_0031-Whse_J-Category_005,2013-09-02,4100.0
Product_0031-Whse_J-Category_005,2013-09-03,100.0
Product_0031-Whse_J-Category_005,2013-09-04,3100.0
Product_0031-Whse_J-Category_005,2013-09-05,2000.0
Product_0031-Whse_J-Category_005,2013-09-06,1300.0
Product_0031-Whse_J-Category_005,2013-09-09,200.0
Product_0031-Whse_J-Category_005,2013-09-10,2600.0
Product_0031-Whse_J-Category_005,2013-09-11,3100.0
Product_0031-Whse_J-Category_005,2013-09-12,2400.0
Product_0031-Whse_J-Category_005,2013-09-13,500.0
Product_0031-Whse_J-Category_005,2013-09-17,500.0
Product_0031-Whse_J-Category_005,2013-09-18,3900.0
Product_0031-Whse_J-Category_005,2013-09-19,500.0
Product_0031-Whse_J-Category_005,2013-09-20,600.0
Product_0031-Whse_J-Category_005,2013-09-24,6700.0
Product_0031-Whse_J-Category_005,2013-09-25,1900.0
Product_0031-Whse_J-Category_005,2013-09-26,200.0
Product_0031-Whse_J-Category_005,2013-09-27,4000.0
Product_0031-Whse_J-Category_005,2013-09-30,300.0
Product_0031-Whse_J-Category_005,2013-10-01,7000.0
Product_0031-Whse_J-Category_005,2013-10-02,100.0
Product_0031-Whse_J-Category_005,2013-10-03,200.0
Product_0031-Whse_J-Category_005,2013-10-04,1400.0
Product_0031-Whse_J-Category_005,2013-10-07,5400.0
Product_0031-Whse_J-Category_005,2013-10-08,3100.0
Product_0031-Whse_J-Category_005,2013-10-09,3000.0
Product_0031-Whse_J-Category_005,2013-10-10,3000.0
Product_0031-Whse_J-Category_005,2013-10-11,5300.0
Product_0031-Whse_J-Category_005,2013-10-15,900.0
Product_0031-Whse_J-Category_005,2013-10-16,1200.0
Product_0031-Whse_J-Category_005,2013-10-17,6700.0
Product_0031-Whse_J-Category_005,2013-10-18,5000.0
Product_0031-Whse_J-Category_005,2013-10-21,600.0
Product_0031-Whse_J-Category_005,2013-10-22,100.0
Product_0031-Whse_J-Category_005,2013-10-23,8200.0
Product_0031-Whse_J-Category_005,2013-10-24,6000.0
Product_0031-Whse_J-Category_005,2013-10-25,3200.0
Product_0031-Whse_J-Category_005,2013-10-28,2200.0
Product_0031-Whse_J-Category_005,2013-10-29,1100.0
Product_0031-Whse_J-Category_005,2013-10-30,1500.0
Product_0031-Whse_J-Category_005,2013-10-31,4900.0
Product_0031-Whse_J-Category_005,2013-11-01,2600.0
Product_0031-Whse_J-Category_005,2013-11-05,8800.0
Product_0031-Whse_J-Category_005,2013-11-06,1400.0
Product_0031-Whse_J-Category_005,2013-11-07,500.0
Product_0031-Whse_J-Category_005,2013-11-08,10700.0
Product_0031-Whse_J-Category_005,2013-11-11,1300.0
Product_0031-Whse_J-Category_005,2013-11-12,2900.0
Product_0031-Whse_J-Category_005,2013-11-13,3100.0
Product_0031-Whse_J-Category_005,2013-11-14,2200.0
Product_0031-Whse_J-Category_005,2013-11-15,2100.0
Product_0031-Whse_J-Category_005,2013-11-17,1100.0
Product_0031-Whse_J-Category_005,2013-11-18,2100.0
Product_0031-Whse_J-Category_005,2013-11-19,3400.0
Product_0031-Whse_J-Category_005,2013-11-20,1600.0
Product_0031-Whse_J-Category_005,2013-11-21,11000.0
Product_0031-Whse_J-Category_005,2013-11-22,32700.0
Product_0031-Whse_J-Category_005,2013-11-25,3800.0
Product_0031-Whse_J-Category_005,2013-11-26,4400.0
Product_0031-Whse_J-Category_005,2013-11-27,1100.0
Product_0031-Whse_J-Category_005,2013-11-28,500.0
Product_0031-Whse_J-Category_005,2013-11-29,400.0
Product_0031-Whse_J-Category_005,2013-12-02,500.0
Product_0031-Whse_J-Category_005,2013-12-03,200.0
Product_0031-Whse_J-Category_005,2013-12-04,10400.0
Product_0031-Whse_J-Category_005,2013-12-05,3100.0
Product_0031-Whse_J-Category_005,2013-12-06,2300.0
Product_0031-Whse_J-Category_005,2013-12-09,1600.0
Product_0031-Whse_J-Category_005,2013-12-10,200.0
Product_0031-Whse_J-Category_005,2013-12-11,4000.0
Product_0031-Whse_J-Category_005,2013-12-12,4000.0
Product_0031-Whse_J-Category_005,2013-12-13,700.0
Product_0031-Whse_J-Category_005,2013-12-16,3500.0
Product_0031-Whse_J-Category_005,2013-12-17,1600.0
Product_0031-Whse_J-Category_005,2013-12-18,4700.0
Product_0031-Whse_J-Category_005,2013-12-19,5500.0
Product_0031-Whse_J-Category_005,2013-12-20,2000.0
Product_0031-Whse_J-Category_005,2013-12-24,5800.0
Product_0031-Whse_J-Category_005,2013-12-25,1900.0
Product_0031-Whse_J-Category_005,2013-12-26,2200.0
